"timestamp","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.10.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.0.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.2.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.11.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.3.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.4.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.9.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.7.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.8.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.1.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.5.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.6.aws.oc-stats-production.oc-stats-analytics"
1665986500000,2.380680675354505,1.9760701865557126,1.6867993246403674,1.6283430607991223,1.134715124395052,1.0124834872233803,1.7058583309775905,2.3762185298994685,1.6538304625368536,2.111154410755262,2.204327439054092,1.9998438713398385
1665986595000,0.5735152312432336,0.11738908321351346,0.34817242200395704,0.3281343613352094,0.21499246121569596,0.227513848627367,0.2190969570724378,0.34254312337334475,0.21909691382706306,0.5992162072004911,0.5597662256985175,0.4413536156599338
1665986690000,1.6755934398422312,1.6377045464166353,0.9926705945601056,1.4922218754220364,1.64967670969977,1.8876195527687873,0.784364398320516,1.064548796241178,1.685534586443528,1.621272055155923,0.5138696127311005,1.0954431723353046
1665986785000,1.000616348090292,0.9254796198393671,1.6567932362757423,1.2171252141289386,0.4355431297831194,0.6763605096914471,0.6479871889928004,0.5495908775080707,0.5588723034277756,0.8801098856544235,0.4679855505625407,0.7900454167471733
1665986880000,0.6037695119209078,0.5113795672377495,0.9185711229880025,0.7777125676472981,0.9105050249797543,0.7734262712752622,0.7734156965550797,0.4418878550782348,0.4398052407030111,0.7130989413548336,0.5912098263183869,0.9174211540852838
1665986975000,3.7457840134736795,2.707623665149395,2.9358422033267444,2.5255244459835553,2.458795512663321,3.3799388315329777,2.6713061884829874,3.4924648810901915,2.611922239915852,3.59870075124555,2.06410386220106,4.138861628512806
1665987070000,0.3409785457860644,0.503617492728277,0.6260384033385843,0.990534722858964,0.7932688955626737,1.007176990351401,0.7469660387568521,0.514809168819198,0.6884015929024174,0.7894699731243422,0.8189649239783865,0.3263597607719142
1665987165000,3.246768140618607,3.828096054412506,2.868146169410562,1.6999978039945876,2.5304774476021312,3.966776814591473,2.8032897849807474,2.619070887565613,3.6836253653991036,1.7925843022904306,3.8166719812668974,3.0147804075559366
1665987260000,1.764658638284673,1.1725223515250465,1.6685837510657153,1.4691439334967544,1.7300046195446606,1.6389740130112567,1.0167426148867278,1.1086501774407496,1.0224085985454174,1.1373410636996046,1.0311554578977211,0.9029106540339333
1665987355000,1.5116685422538672,2.5546301508424296,1.825897549090827,2.679663699515601,1.521019224833725,1.6554867714009385,1.671353700906394,1.8308172179203408,1.3970942842098244,1.594895776091988,1.3647308698089637,1.52682017200398
